fixed.acidity,volatile.acidity,citric.acid,residual.sugar,chlorides,free.sulfur.dioxide,total.sulfur.dioxide,density,pH,sulphates,alcohol,quality,id
7.2,0.25,0.32,1.5,0.047,27,132,0.9933,3.26,0.44,10.5,Low,4293
6.7,0.16,0.28,2.5,0.046,40,153,0.9921,3.38,0.51,11.4,High,4294
6.9,0.44,0.42,8.5,0.048,10,147,0.9974,3.32,0.46,9.5,Low,4295
6,0.27,0.4,1.7,0.021,18,82,0.9891,3.24,0.95,13.1333333333333,Low,4296
7.4,0.18,0.31,1.4,0.058,38,167,0.9931,3.16,0.53,10,High,4297
6.8,0.39,0.34,7.4,0.02,38,133,0.99212,3.18,0.44,12,High,4298
6.4,0.32,0.27,4.9,0.034,18,122,0.9916,3.36,0.71,12.5,Low,4299
7.2,0.27,0.28,15.2,0.046,6,41,0.99665,3.17,0.39,10.9,Low,4300
6,0.29,0.2,12.6,0.045,45,187,0.9972,3.33,0.42,9.5,Low,4301
7.4,0.16,0.3,13.7,0.056,33,168,0.99825,2.9,0.44,8.7,High,4302
6.9,0.24,0.33,1.7,0.035,47,136,0.99,3.26,0.4,12.6,High,4303
6.9,0.21,0.62,6.3,0.042,7,109,0.99358,2.96,0.59,10.2,Low,4304
9.4,0.42,0.32,6.5,0.027,20,167,0.99479,3.08,0.43,10.6,Low,4305
6.7,0.36,0.26,7.9,0.034,39,123,0.99119,2.99,0.3,12.2,High,4306
6.8,0.28,0.36,8,0.045,28,123,0.9928,3.02,0.37,11.4,Low,4307
9.2,0.19,0.42,2,0.047,16,104,0.99517,3.09,0.66,10,Low,4308
7.1,0.47,0.24,6,0.044,11,77,0.9956,3.21,0.56,9.7,Low,4309
5.8,0.26,0.29,1,0.042,35,101,0.99044,3.36,0.48,11.4,High,4310
8.5,0.18,0.3,1.1,0.028,34,95,0.99272,2.83,0.36,10,Low,4311
7.7,0.26,0.31,1.3,0.043,47,155,0.9937,3.42,0.5,10.1,Low,4312
7,0.15,0.38,2.2,0.047,33,96,0.9928,3.13,0.39,10.4,High,4313
9.4,0.28,0.3,1.6,0.045,36,139,0.99534,3.11,0.49,9.3,Low,4314
7.5,0.34,0.24,3.85,0.031,5,34,0.99098,3.01,0.36,11.8,Low,4315
8.2,0.36,0.29,7.6,0.035,37,122,0.9939,3.16,0.34,12,Low,4316
6,0.28,0.29,19.3,0.051,36,174,0.99911,3.14,0.5,9,Low,4317
7.2,0.37,0.15,2,0.029,27,87,0.9903,3.3,0.59,12.6,High,4318
6.4,0.18,0.35,1,0.045,39,108,0.9911,3.31,0.35,10.9,Low,4319
7.2,0.4,0.49,1.1,0.048,11,138,0.9929,3.01,0.42,9.3,Low,4320
7.4,0.16,0.3,13.7,0.056,33,168,0.99825,2.9,0.44,8.7,High,4321
7.1,0.43,0.61,11.8,0.045,54,155,0.9974,3.11,0.45,8.7,Low,4322
6,0.23,0.15,9.7,0.048,101,207,0.99571,3.05,0.3,9.1,Low,4323
6.2,0.35,0.29,7.3,0.044,56,244,0.9956,3.36,0.55,10,Low,4324
5.7,0.26,0.24,17.8,0.059,23,124,0.99773,3.3,0.5,10.1,Low,4325
6.2,0.26,0.19,3.4,0.049,47,172,0.9924,3.14,0.43,10.4,Low,4326
6.1,0.22,0.31,1.4,0.039,40,129,0.99193,3.45,0.59,10.9,Low,4327
6.3,0.41,0.33,4.7,0.023,28,110,0.991,3.3,0.38,12.5,High,4328
5.2,0.36,0.02,1.6,0.031,24,104,0.9896,3.44,0.35,12.2,Low,4329
6.4,0.28,0.45,8.6,0.057,47,223,0.99654,3.16,0.51,9.1,Low,4330
8.5,0.23,0.28,11.1,0.033,30,97,0.99507,3.03,0.39,10.5,High,4331
7,0.35,0.31,1.8,0.069,15,162,0.9944,3.18,0.47,9.4,Low,4332
7.4,0.19,0.31,14.5,0.045,39,193,0.9986,3.1,0.5,9.2,Low,4333
5.7,0.1,0.27,1.3,0.047,21,100,0.9928,3.27,0.46,9.5,Low,4334
7.2,0.24,0.27,1.4,0.038,31,122,0.9927,3.15,0.46,10.3,Low,4335
6.4,0.16,0.25,1.4,0.057,21,125,0.99091,3.23,0.44,11.1,High,4336
7.1,0.21,0.32,2.2,0.037,28,141,0.993,3.2,0.57,10,High,4337
6.5,0.23,0.45,2.1,0.027,43,104,0.99054,3.02,0.52,11.3,Low,4338
8.3,0.14,0.26,1.5,0.049,56,189,0.9946,3.21,0.62,9.5,Low,4339
8,0.2,0.3,8.1,0.037,42,130,0.99379,3.1,0.67,11.8,Low,4340
6.9,0.25,0.29,2.4,0.038,28,76,0.99088,3.01,0.36,11.7,High,4341
6.5,0.2,0.33,1.5,0.039,36,110,0.99008,3.22,0.65,12,Low,4342
7.3,0.205,0.31,1.7,0.06,34,110,0.9963,3.72,0.69,10.5,Low,4343
6.6,0.21,0.49,18.15,0.042,41,158,0.9997,3.28,0.39,8.7,Low,4344
6.6,0.4,0.46,6.2,0.056,42,241,0.9968,3.5,0.6,9.9,Low,4345
7.5,0.29,0.26,14.95,0.067,47,178,0.99838,3.04,0.49,9.2,Low,4346
6.2,0.3,0.49,11.2,0.058,68,215,0.99656,3.19,0.6,9.4,Low,4347
7,0.2,0.31,8,0.05,29,213,0.99596,3.28,0.57,10.4,Low,4348
7.8,0.2,0.2,1.4,0.036,25,83,0.99088,3.03,0.46,11.7,Low,4349
7.8,0.18,0.46,12.6,0.042,41,143,1,3.24,0.76,8.5,High,4350
5.5,0.16,0.31,1.2,0.026,31,68,0.9898,3.33,0.44,11.6333333333333,Low,4351
8,0.25,0.27,9.7,0.036,15,85,0.99406,2.99,0.36,11.2,Low,4352
7.1,0.32,0.24,13.1,0.05,52,204,0.998,3.1,0.49,8.8,Low,4353
7.5,0.26,0.52,13.2,0.047,64,179,0.9982,3.1,0.46,9,Low,4354
7.5,0.26,0.38,5.7,0.021,23,125,0.99338,3.13,0.62,11.1,Low,4355
5.8,0.3,0.09,6.3,0.042,36,138,0.99382,3.15,0.48,9.7,Low,4356
7.2,0.2,0.22,1.6,0.044,17,101,0.99471,3.37,0.53,10,Low,4357
6.8,0.32,0.21,2.2,0.044,15,68,0.9932,3.17,0.39,9.4,Low,4358
8.2,0.4,0.48,13.7,0.042,59,169,0.9986,3.1,0.52,9.4,Low,4359
5.7,0.245,0.33,1.1,0.049,28,150,0.9927,3.13,0.42,9.3,Low,4360
6.8,0.19,0.23,5.1,0.034,71,204,0.9942,3.23,0.69,10.1,Low,4361
7.3,0.26,0.53,12.7,0.047,60.5,156,0.9984,3.06,0.45,9.1,Low,4362
6.8,0.19,0.4,9.85,0.055,41,103,0.99532,2.98,0.56,10.5,Low,4363
6.3,0.17,0.32,4.2,0.04,37,117,0.99182,3.24,0.43,11.3,Low,4364
6.1,0.21,0.3,6.3,0.039,47,136,0.99068,3.27,0.31,12.7,Low,4365
10.2,0.44,0.88,6.2,0.049,20,124,0.9968,2.99,0.51,9.9,Low,4366
6.5,0.3,0.28,11.45,0.041,29,109,0.99418,2.98,0.3,10.9,Low,4367
5.8,0.38,0.26,1.1,0.058,20,140,0.99271,3.27,0.43,9.7,Low,4368
6,0.2,0.26,6.8,0.049,22,93,0.9928,3.15,0.42,11,Low,4369
7,0.35,0.17,1.1,0.049,7,119,0.99297,3.13,0.36,9.7,Low,4370
5.7,0.24,0.3,1.3,0.03,25,98,0.98968,3.37,0.43,12.4,High,4371
8.2,0.18,0.38,1.1,0.04,41,92,0.99062,2.88,0.6,12,Low,4372
7.2,0.39,0.62,11,0.047,66,178,0.9976,3.16,0.5,8.7,Low,4373
6.3,0.33,0.2,17.9,0.066,36,161,0.9991,3.14,0.51,8.8,Low,4374
9.2,0.34,0.27,1.2,0.026,17,73,0.9921,3.08,0.39,10.8,Low,4375
6.5,0.28,0.34,3.6,0.04,29,121,0.99111,3.28,0.48,12.1,High,4376
8.1,0.34,0.28,7.5,0.04,70,230,0.99558,3.14,0.55,9.8,Low,4377
6.5,0.22,0.29,7.4,0.028,16,87,0.99311,3.15,0.56,10.9,High,4378
6.7,0.46,0.27,5.2,0.039,35,96,0.99129,3.16,0.44,12.4,High,4379
5.6,0.3,0.1,6.4,0.043,34,142,0.99382,3.14,0.48,9.8,Low,4380
7.2,0.19,0.31,6.3,0.034,17,103,0.99305,3.15,0.52,11.4,High,4381
6.8,0.23,0.33,1.9,0.047,20,101,0.9914,3.1,0.46,11.1,Low,4382
7.1,0.21,0.37,2.4,0.026,23,100,0.9903,3.15,0.38,11.4,High,4383
6.8,0.26,0.34,13.9,0.034,39,134,0.9949,3.33,0.53,12,Low,4384
8.2,0.34,0.29,5.2,0.076,19,92,0.99138,2.95,0.39,12.5,Low,4385
5.9,0.415,0.02,0.8,0.038,22,63,0.9932,3.36,0.36,9.3,Low,4386
7,0.15,0.38,15.3,0.045,54,120,0.9975,3.18,0.42,9.8,Low,4387
7.6,0.27,0.32,1.2,0.043,23,72,0.99236,3.06,0.68,10.5,Low,4388
6.3,0.2,0.19,12.3,0.048,54,145,0.99668,3.16,0.42,9.3,Low,4389
6.4,0.31,0.5,5.8,0.038,42,111,0.99189,3.18,0.53,11.9,High,4390
6.1,0.22,0.49,1.5,0.051,18,87,0.9928,3.3,0.46,9.6,Low,4391
7.2,0.27,0.27,2.4,0.048,30,149,0.9936,3.1,0.51,9.2,Low,4392
6.5,0.22,0.34,12,0.053,55,177,0.9983,3.52,0.44,9.9,Low,4393
7.3,0.18,0.29,1,0.036,26,101,0.99,3.09,0.37,11.7,Low,4394
5.7,0.22,0.2,16,0.044,41,113,0.99862,3.22,0.46,8.9,Low,4395
6.6,0.19,0.41,8.9,0.046,51,169,0.9954,3.14,0.57,9.8,Low,4396
5.1,0.33,0.22,1.6,0.027,18,89,0.9893,3.51,0.38,12.5,High,4397
6.2,0.21,0.27,1.7,0.038,41,150,0.9933,3.49,0.71,10.5,High,4398
5.1,0.33,0.22,1.6,0.027,18,89,0.9893,3.51,0.38,12.5,High,4399
6.6,0.25,0.33,8.5,0.042,29,141,0.99546,3.28,0.6,10.4,Low,4400
6.8,0.32,0.34,1.2,0.044,14,67,0.9919,3.05,0.47,10.6,Low,4401
6.6,0.41,0.27,10.7,0.11,20,103,0.99672,3.08,0.41,9,Low,4402
6,0.21,0.29,13.1,0.042,28,125,0.99936,3.39,0.45,8.6,Low,4403
6.1,0.2,0.25,1.2,0.038,34,128,0.9921,3.24,0.44,10.1,Low,4404
6.8,0.3,0.22,6.2,0.06,41,190,0.99858,3.18,0.51,9.2,Low,4405
5.2,0.185,0.22,1,0.03,47,123,0.99218,3.55,0.44,10.15,Low,4406
7.2,0.3,0.3,8.1,0.05,40,188,0.99652,3.15,0.49,9.1,Low,4407
7,0.22,0.39,2.1,0.055,39,198,0.9951,3.52,0.54,10.2,Low,4408
6.1,0.16,0.34,6.1,0.034,31,114,0.99365,3.32,0.58,10.15,High,4409
6.7,0.42,0.46,9.7,0.054,67,234,0.99848,3.23,0.5,9,Low,4410
5.7,0.22,0.2,16,0.044,41,113,0.99862,3.22,0.46,8.9,Low,4411
9,0.24,0.5,1.2,0.048,26,107,0.9918,3.21,0.34,12.4,Low,4412
7.6,0.26,0.47,1.6,0.068,5,55,0.9944,3.1,0.45,9.6,Low,4413
6.5,0.22,0.25,17.1,0.05,44,138,1.0001,3.3,0.37,8.8,Low,4414
6.8,0.21,0.26,11.7,0.038,61,152,0.99523,3.02,0.56,10.5,High,4415
7.4,0.27,0.52,15.7,0.054,36,139,0.99788,3.04,0.62,10.0333333333333,Low,4416
7.4,0.3,0.22,5.25,0.053,33,180,0.9926,3.13,0.45,11.6,Low,4417
8.3,0.2,0.49,1.7,0.04,34,169,0.9938,3.05,0.37,10.1,Low,4418
6.8,0.26,0.24,1.9,0.043,70,154,0.99273,3.18,0.52,10.5,Low,4419
6.7,0.3,0.44,18.75,0.057,65,224,0.99956,3.11,0.53,9.1,Low,4420
7.1,0.28,0.31,1.5,0.053,20,98,0.99069,3.15,0.5,11.4,Low,4421
5.8,0.36,0.26,3.3,0.038,40,153,0.9911,3.34,0.55,11.3,Low,4422
7.2,0.26,0.26,12.7,0.036,49,214,0.9986,3.41,0.5,10,Low,4423
6.4,0.29,0.3,6.5,0.209,62,156,0.99478,3.1,0.4,9.4,Low,4424
6.9,0.49,0.24,1.2,0.049,13,125,0.9932,3.17,0.51,9.4,Low,4425
6.7,0.24,0.36,8.4,0.042,42,123,0.99473,3.34,0.52,10.9,Low,4426
7,0.23,0.26,7.2,0.041,21,90,0.99509,3.22,0.55,9.5,Low,4427
7.9,0.14,0.74,1.2,0.028,30,165,0.991,3.08,0.82,12.3,Low,4428
7.6,0.39,0.32,3.6,0.035,22,93,0.99144,3.08,0.6,12.5,High,4429
6.8,0.21,0.27,18.15,0.042,41,146,1.0001,3.3,0.36,8.7,Low,4430
6.6,0.25,0.51,8,0.047,61,189,0.99604,3.22,0.49,9.2,Low,4431
6.1,0.22,0.46,1.8,0.16,34,74,0.9884,3.19,0.33,13.4,Low,4432
7.6,0.27,0.33,2,0.059,19,175,0.9944,3.22,0.56,9.9,Low,4433
7.1,0.4,0.52,1.3,0.148,45,149,0.99468,3.08,0.56,8.7,Low,4434
6.9,0.19,0.33,1.6,0.043,63,149,0.9925,3.44,0.52,10.8,Low,4435
7.3,0.32,0.25,7.2,0.056,47,180,0.9961,3.08,0.47,8.8,Low,4436
6.5,0.17,0.31,1.5,0.041,34,121,0.99092,3.06,0.46,10.5,Low,4437
7.6,0.31,0.29,10.5,0.04,21,145,0.9966,3.04,0.35,9.4,Low,4438
6.6,0.18,0.35,1.5,0.049,49,141,0.9934,3.43,0.85,10.2,High,4439
6.6,0.4,0.3,5.3,0.038,20,125,0.99204,3.36,0.73,12.6,Low,4440
7.3,0.21,0.3,10.9,0.037,18,112,0.997,3.4,0.5,9.6,Low,4441
7,0.24,0.26,1.7,0.041,31,110,0.99142,3.2,0.53,11,Low,4442
5.8,0.17,0.34,1.8,0.045,96,170,0.99035,3.38,0.9,11.8,High,4443
6.4,0.12,0.49,6.4,0.042,49,161,0.9945,3.34,0.44,10.4,Low,4444
7.4,0.31,0.26,8.6,0.048,47,206,0.9964,3.26,0.36,9.1,Low,4445
6.4,0.3,0.38,7.8,0.046,35,192,0.9955,3.1,0.37,9,Low,4446
6,0.28,0.25,1.8,0.042,8,108,0.9929,3.08,0.55,9,Low,4447
6.7,0.18,0.3,6.4,0.048,40,251,0.9956,3.29,0.52,10,Low,4448
7.1,0.33,0.18,6.3,0.094,27,166,0.99474,2.9,0.49,9.5,Low,4449
7.7,0.25,0.43,4.5,0.062,20,115,0.9966,3.38,0.5,9.9,Low,4450
6.8,0.27,0.3,13,0.047,69,160,0.99705,3.16,0.5,9.6,Low,4451
6.2,0.3,0.2,6.6,0.045,42,170,0.9944,3.36,0.45,10.4,Low,4452
7.4,0.25,0.36,2.05,0.05,31,100,0.992,3.19,0.44,10.8,Low,4453
6.5,0.31,0.14,7.5,0.044,34,133,0.9955,3.22,0.5,9.5,Low,4454
7.5,0.24,0.31,13.1,0.05,26,180,0.99884,3.05,0.53,9.1,Low,4455
9.2,0.23,0.3,1.1,0.031,40,99,0.9929,2.94,0.3,10.4,Low,4456
6.4,0.31,0.38,2.9,0.038,19,102,0.9912,3.17,0.35,11,High,4457
6.8,0.19,0.32,7.05,0.019,54,188,0.9935,3.25,0.37,11.1,High,4458
6.9,0.24,0.33,12.5,0.046,47,153,0.9983,3.28,0.77,9.6,Low,4459
5.3,0.32,0.12,6.6,0.043,22,141,0.9937,3.36,0.6,10.4,Low,4460
7.4,0.27,0.49,1.1,0.037,33,156,0.992,3.15,0.54,11.1,Low,4461
5.8,0.28,0.66,9.1,0.039,26,159,0.9965,3.66,0.55,10.8,Low,4462
7.2,0.2,0.22,1.6,0.044,17,101,0.99471,3.37,0.53,10,Low,4463
6.5,0.18,0.34,1.6,0.04,43,148,0.9912,3.32,0.59,11.5,High,4464
6.4,0.35,0.51,7.8,0.055,53,177,0.99502,3.12,0.45,9.6,Low,4465
7.1,0.22,0.33,2.8,0.033,48,153,0.9899,3.15,0.38,12.7,High,4466
6,0.17,0.33,6,0.036,30,111,0.99362,3.32,0.58,10.1333333333333,High,4467
6,0.19,0.26,1.4,0.039,30,104,0.98998,3.32,0.41,12.4,Low,4468
7.2,0.15,0.33,1.1,0.027,16,63,0.9937,3.37,0.4,9.9,Low,4469
7.5,0.2,0.49,1.3,0.031,8,97,0.9918,3.06,0.62,11.1,Low,4470
7.1,0.3,0.36,6.8,0.055,44.5,234,0.9972,3.49,0.64,10.2,Low,4471
7.5,0.18,0.37,6.2,0.05,21,138,0.99546,3.2,0.55,10.5,Low,4472
6.2,0.3,0.31,1.2,0.048,19,125,0.98999,3.32,0.54,12.6,Low,4473
7.1,0.2,0.31,6.85,0.053,32,211,0.99587,3.31,0.59,10.4,Low,4474
8.8,0.39,0.34,5.9,0.055,33,128,0.9927,2.95,0.51,11.8,Low,4475
7.4,0.36,0.33,1.4,0.025,27,55,0.9915,3.21,0.33,11.2,Low,4476
8,0.23,0.28,2.7,0.048,49,165,0.9952,3.26,0.72,9.5,Low,4477
7.5,0.19,0.34,2.6,0.037,33,125,0.9923,3.1,0.49,11.1,High,4478
6.4,0.3,0.33,5.2,0.05,30,137,0.99304,3.26,0.58,11.1,Low,4479
7,0.2,0.33,4.7,0.03,25,76,0.99202,2.88,0.54,10.5,Low,4480
7.5,0.23,0.32,9.2,0.038,54,191,0.9966,3.04,0.56,9.7,Low,4481
7.4,0.105,0.34,12.2,0.05,57,146,0.9973,3.16,0.37,9,Low,4482
6.4,0.29,0.3,2.9,0.036,25,79,0.99037,3.29,0.6,12.4,High,4483
7.3,0.29,0.37,8.3,0.044,45,227,0.9966,3.12,0.47,9,Low,4484
6.3,0.13,0.42,1.1,0.043,63,146,0.99066,3.13,0.72,11.2,High,4485
6.7,0.24,0.26,5.4,0.03,15,94,0.99045,3.15,0.38,12.7,Low,4486
6.8,0.26,0.29,16.95,0.056,48,179,0.9998,3.45,0.4,9.6,Low,4487
8.2,0.37,0.27,1.7,0.028,10,59,0.9923,2.97,0.48,10.4,Low,4488
7.2,0.32,0.4,8.7,0.038,45,154,0.99568,3.2,0.47,10.4,Low,4489
6.8,0.43,0.26,5.2,0.043,40,176,0.99116,3.17,0.41,12.3,Low,4490
6.8,0.23,0.3,6.95,0.044,42,179,0.9946,3.25,0.56,10.6,Low,4491
6.9,0.21,0.33,1.8,0.034,48,136,0.9899,3.25,0.41,12.6,High,4492
6.9,0.3,0.3,1.3,0.053,24,186,0.99361,3.29,0.54,9.9,Low,4493
7.9,0.51,0.34,2.6,0.049,13,135,0.99335,3.09,0.51,10,Low,4494
6.2,0.26,0.29,2,0.036,16,87,0.99081,3.33,0.61,11.8,Low,4495
6.4,0.22,0.49,7.5,0.054,42,151,0.9948,3.27,0.52,10.1,Low,4496
6.7,0.24,0.41,9.4,0.04,49,166,0.9954,3.12,0.61,9.9,Low,4497
7.7,0.28,0.35,15.3,0.056,31,117,0.9998,3.27,0.5,9.6,Low,4498
8,0.25,0.27,9.7,0.036,15,85,0.99406,2.99,0.36,11.2,Low,4499
6,0.24,0.27,1.9,0.048,40,170,0.9938,3.64,0.54,10,High,4500
6.9,0.14,0.38,1,0.041,22,81,0.99043,3.03,0.54,11.4,Low,4501
3.8,0.31,0.02,11.1,0.036,20,114,0.99248,3.75,0.44,12.4,Low,4502
7.5,0.18,0.39,1.9,0.054,23,91,0.9941,3.27,0.45,10.3,Low,4503
5.7,0.22,0.29,3.5,0.04,27,146,0.98999,3.17,0.36,12.1,Low,4504
6.9,0.3,0.25,3.3,0.041,26,124,0.99428,3.18,0.5,9.3,Low,4505
6.8,0.27,0.28,13.3,0.076,50,163,0.9979,3.03,0.38,8.6,Low,4506
5.6,0.18,0.29,2.3,0.04,5,47,0.99126,3.07,0.45,10.1,Low,4507
6.8,0.22,0.31,6.3,0.035,33,170,0.9918,3.24,0.66,12.6,Low,4508
5.4,0.185,0.19,7.1,0.048,36,110,0.99438,3.26,0.41,9.5,Low,4509
6.4,0.68,0.26,3.4,0.069,25,146,0.99347,3.18,0.4,9.3,Low,4510
6.8,0.15,0.3,5.3,0.05,40,127,0.9942,3.4,0.39,9.7,Low,4511
8.5,0.16,0.35,1.6,0.039,24,147,0.9935,2.96,0.36,10,Low,4512
6.9,0.29,0.23,8.6,0.056,56,215,0.9967,3.17,0.44,8.8,Low,4513
8,0.25,0.13,17.2,0.036,49,219,0.9996,2.96,0.46,9.7,Low,4514
6.1,0.27,0.44,6.7,0.041,61,230,0.99505,3.12,0.4,8.9,Low,4515
5.3,0.395,0.07,1.3,0.035,26,102,0.992,3.5,0.35,10.6,Low,4516
7,0.2,0.35,8.8,0.037,31,103,0.99388,3.13,0.49,11,Low,4517
6.8,0.23,0.3,1.7,0.043,19,95,0.99207,3.17,0.46,10.7,High,4518
6.7,0.25,0.26,1.55,0.041,118.5,216,0.9949,3.55,0.63,9.4,Low,4519
7,0.15,0.3,13.3,0.049,46,120,0.99704,3.2,0.36,9.5,High,4520
6.7,0.13,0.32,3.7,0.017,32,99,0.99348,3.12,0.44,10,Low,4521
6.3,0.55,0.45,13,0.047,33,182,0.9974,3.2,0.46,9.2,Low,4522
6.5,0.17,0.33,1.4,0.028,14,99,0.9928,3.23,0.55,10.1,Low,4523
6.6,0.34,0.28,1.3,0.035,32,90,0.9916,3.1,0.42,10.7,Low,4524
6.1,0.24,0.25,1.6,0.044,24,115,0.9921,3.39,0.59,10.9,Low,4525
6.4,0.32,0.23,16.2,0.055,36,176,0.9986,3.26,0.54,9.1,Low,4526
6.5,0.35,0.36,0.8,0.034,32,111,0.98942,3.11,0.5,12.1,High,4527
7.6,0.17,0.27,4.6,0.05,23,98,0.99422,3.08,0.47,9.5,Low,4528
5.2,0.155,0.33,1.6,0.028,13,59,0.98975,3.3,0.84,11.9,High,4529
7.2,0.22,0.28,7.2,0.06,41,132,0.9935,3.08,0.59,11.3,Low,4530
5.5,0.42,0.09,1.6,0.019,18,68,0.9906,3.33,0.51,11.4,High,4531
7,0.24,0.18,1.3,0.046,9,62,0.994,3.38,0.47,10.1,Low,4532
5.9,0.21,0.28,4.6,0.053,40,199,0.9964,3.72,0.7,10,Low,4533
7.5,0.18,0.72,9.6,0.039,53,151,0.99802,3.03,0.46,8.9,Low,4534
5.3,0.6,0.34,1.4,0.031,3,60,0.98854,3.27,0.38,13,Low,4535
6.7,0.21,0.42,9.1,0.049,31,150,0.9953,3.12,0.74,9.9,High,4536
5.1,0.25,0.36,1.3,0.035,40,78,0.9891,3.23,0.64,12.1,High,4537
4.9,0.33,0.31,1.2,0.016,39,150,0.98713,3.33,0.59,14,High,4538
7.1,0.44,0.37,2.7,0.041,35,128,0.9896,3.07,0.43,13.5,High,4539
6.9,0.19,0.35,5,0.067,32,150,0.995,3.36,0.48,9.8,Low,4540
6.8,0.34,0.44,6.6,0.052,28,156,0.9955,3.14,0.41,9.6,Low,4541
8.7,0.23,0.32,13.4,0.044,35,169,0.99975,3.12,0.47,8.8,High,4542
4.9,0.335,0.14,1.3,0.036,69,168,0.99212,3.47,0.46,10.4666666666667,Low,4543
6.8,0.26,0.44,8.2,0.046,52,183,0.99584,3.2,0.51,9.4,Low,4544
8,0.26,0.28,8.2,0.038,72,202,0.99566,3.12,0.56,10,Low,4545
6.4,0.17,0.27,6.7,0.036,88,223,0.9948,3.28,0.35,10.2,Low,4546
7.7,0.39,0.49,7.7,0.036,11,110,0.9966,3.33,0.76,10,Low,4547
6.9,0.22,0.31,6.3,0.029,41,131,0.99326,3.08,0.49,10.8,Low,4548
7.7,0.27,0.61,12,0.046,64,179,0.9982,3.07,0.46,8.9,Low,4549
7.1,0.23,0.35,16.5,0.04,60,171,0.999,3.16,0.59,9.1,Low,4550
6,0.25,0.28,2.2,0.026,54,126,0.9898,3.43,0.65,12.9,High,4551
7.1,0.28,0.19,7.8,0.04,48,184,0.99579,3.16,0.5,9.4,Low,4552
7.1,0.25,0.31,2.3,0.05,32,156,0.9914,3.14,0.51,11.4,Low,4553
7,0.28,0.33,14.6,0.043,47,168,0.9994,3.34,0.67,8.8,Low,4554
7.6,0.4,0.27,5.2,0.03,32,101,0.99172,3.22,0.62,12.3,High,4555
6,0.21,0.3,8.7,0.036,47,127,0.99368,3.18,0.39,10.6,Low,4556
7.4,0.33,0.26,15.6,0.049,67,210,0.99907,3.06,0.68,9.5,Low,4557
8.8,0.28,0.45,6,0.022,14,49,0.9934,3.01,0.33,11.1,High,4558
6.5,0.28,0.26,8.8,0.04,44,139,0.9956,3.32,0.37,10.2,Low,4559
6.3,0.41,0.22,7.3,0.035,23,117,0.99172,3.2,0.39,11.94,High,4560
6.7,0.23,0.17,1.3,0.061,14,100,0.9925,3.07,0.55,9.5,Low,4561
7.7,0.23,0.31,10.7,0.038,59,186,0.9969,3.12,0.55,9.5,Low,4562
7.5,0.35,0.48,12.4,0.056,61,176.5,0.99803,2.97,0.52,8.8,Low,4563
7.3,0.23,0.41,14.6,0.048,73,223,0.99863,3.16,0.71,9.4,Low,4564
6.1,0.24,0.32,9,0.031,41,134,0.99234,3.25,0.26,12.3,High,4565
6.7,0.34,0.3,15.6,0.054,51,196,0.9982,3.19,0.49,9.3,Low,4566
6.3,0.28,0.24,8.45,0.031,32,172,0.9958,3.39,0.57,9.7,High,4567
7.3,0.35,0.67,8.3,0.053,10,100,0.9959,3.19,0.5,10.9,Low,4568
7.1,0.22,0.32,16.9,0.056,49,158,0.9998,3.37,0.38,9.6,Low,4569
6,0.31,0.24,3.3,0.041,25,143,0.9914,3.31,0.44,11.3,Low,4570
7.5,0.31,0.51,14.8,0.039,62,204,0.9982,3.06,0.6,9.5,Low,4571
6.9,0.28,0.41,1.4,0.016,6,55,0.98876,3.16,0.4,13.4,Low,4572
6.4,0.25,0.37,4.5,0.039,41,147,0.9921,3.18,0.4,11.1,High,4573
7.9,0.14,0.28,1.8,0.041,44,178,0.9954,3.45,0.43,9.2,Low,4574
6,0.33,0.38,9.7,0.04,29,124,0.9954,3.47,0.48,11,Low,4575
7.8,0.27,0.58,11.2,0.036,44,161,0.9977,3.06,0.41,8.9,Low,4576
7,0.36,0.35,2.5,0.048,67,161,0.99146,3.05,0.56,11.1,Low,4577
5.7,0.39,0.25,4.9,0.033,49,113,0.98966,3.26,0.58,13.1,High,4578
7.8,0.25,0.34,13.7,0.044,66,184,0.99976,3.22,0.75,8.9,Low,4579
6.2,0.17,0.3,1.1,0.037,14,79,0.993,3.5,0.54,10.3,Low,4580
6.9,0.36,0.34,4.2,0.018,57,119,0.9898,3.28,0.36,12.7,High,4581
6.6,0.35,0.35,6,0.063,31,150,0.99537,3.1,0.47,9.4,Low,4582
6.6,0.33,0.24,16.05,0.045,31,147,0.99822,3.08,0.52,9.2,Low,4583
6,0.27,0.28,4.8,0.063,31,201,0.9964,3.69,0.71,10,Low,4584
6.9,0.4,0.37,8.9,0.053,36,148,0.996,3.16,0.5,9.3,Low,4585
4.9,0.345,0.34,1,0.068,32,143,0.99138,3.24,0.4,10.1,Low,4586
6.8,0.23,0.29,12.2,0.035,38,236,0.9976,3.35,0.52,9.8,Low,4587
6.5,0.26,0.5,8,0.051,46,197,0.99536,3.18,0.47,9.5,Low,4588
8.9,0.13,0.49,1,0.028,6,24,0.9926,2.91,0.32,9.9,Low,4589
6.4,0.35,0.28,1.1,0.055,9,160,0.99405,3.42,0.5,9.1,High,4590
7.3,0.25,0.26,7.2,0.048,52,207,0.99587,3.12,0.37,9.2,Low,4591
5.9,0.25,0.25,11.3,0.052,30,165,0.997,3.24,0.44,9.5,Low,4592
7.8,0.49,0.49,7,0.043,29,149,0.9952,3.21,0.33,10,Low,4593
